time,project,user,type,url,title,body,assigned,branch,branch_link,merge,add,del,hash
2016-08-11 20:23:58,mochadoom,Matias Haeussler,commit,http://tinyurl.com/gqpfbvf,,Merge branch 'master' into Matias,,mochadoom/Matias,http://tinyurl.com/hhj26we,True,641,478,9db37299ea5e973df754b849a63dad924e01de4a
2016-08-11 20:20:31,mochadoom,Matias Haeussler,commit,http://tinyurl.com/j37b36q,,Nothing,,mochadoom/Matias,http://tinyurl.com/hhj26we,False,2,1,1b4a76b5b8e6a85be17b4bd8868a4eb03bd14974
2016-08-11 17:10:03,jswingripples,Francisco Clavero,commit,http://tinyurl.com/htblw6n,,Merge branch 'master' of https://github.com/jSwingRipples/jswingripples,,jswingripples/master,http://tinyurl.com/gmjw6zq,False,1,0,8abad448e9b0f4ceaa9a9a53f9867c364d08c68e
2016-08-11 17:09:55,jswingripples,Francisco Clavero,commit,http://tinyurl.com/goko3jy,,Fixed search errors,,jswingripples/master,http://tinyurl.com/gmjw6zq,False,12,5,2d742c95223042e6ee0336a19ee811be639266c6
2016-08-11 16:36:49,jswingripples,Manuel Olguin,commit,http://tinyurl.com/h3krumk,,fixed search error,,jswingripples/master,http://tinyurl.com/gmjw6zq,False,1,0,2081def0771f7bb43b1d45a2923de2eebb1b979d
2016-08-11 16:19:55,jswingripples,Manuel Olguin,commit,http://tinyurl.com/hkpnvnx,,fixed conflicts,,jswingripples/master,http://tinyurl.com/gmjw6zq,False,153,58,a9e1662b52ddbda8c9d2acac003de01e988ee423
2016-08-11 16:10:22,jswingripples,Rodrigo Delgado,comment,http://tinyurl.com/gsu6kat,,### Conclusion ###       ,,,,,,,
2016-08-11 16:08:39,jswingripples,Rodrigo Delgado,comment,http://tinyurl.com/zxl4fvz,,### Postfactoring ###                  ,,,,,,,
2016-08-11 16:08:05,jswingripples,Manuel Olguin,commit,http://tinyurl.com/hvuz2lk,,changed constant,,jswingripples/master,http://tinyurl.com/gmjw6zq,False,1,1,db40159654764fd5ed06133892b1a5c9d7963f9a
2016-08-11 15:58:52,jswingripples,Rodrigo Delgado,comment,http://tinyurl.com/zmupnsp,,### Actualization ###            ,,,,,,,
2016-08-11 15:48:46,jswingripples,Rodrigo Delgado,comment,http://tinyurl.com/jzxdeqh,,### Conclusion ###            En el menú superior se puede seleccionar la opcion importar proyecto y este carga los datos directamente en el programa.,,,,,,,
2016-08-11 14:56:48,TeraCity,Francisco Pulgar,commit,http://tinyurl.com/j7ntxwt,,Merge pull request #49 from TeraCityCC4401/RU21_Consulta_Codigo      Add coloring to comments,,TeraCity/master,http://tinyurl.com/zzwbwhb,False,10,3,3601d9745dcb117935c330ce49febcd7ae2e59dc
2016-08-11 14:50:16,jswingripples,Manuel Olguin,commit,http://tinyurl.com/zbzt5su,,refactoring: class names to conform to java standards,,jswingripples/master,http://tinyurl.com/gmjw6zq,False,20,20,6e3a35a2c83da61c0e2d491b69e2cb6700ca4106
2016-08-11 14:50:03,logisim,Diego Madariaga,commit,http://tinyurl.com/hrex4sh,,Merge pull request #38 from IsmaelAlvarez/555_timer_IC      Sensibilidad al voltaje,,logisim/master,http://tinyurl.com/hawzczw,False,19,4,f5cf0c2fd7df4c8ca0b8566af833d631329db2f1
2016-08-11 14:47:47,logisim,Diego Madariaga,commit,http://tinyurl.com/jcxbhoo,,Sensibilidad al voltaje      Ahora el chip es sensible al voltaje; quemándose en caso de que sea necesario en el modo de ejecución.,,logisim/master,http://tinyurl.com/hawzczw,False,19,4,0dff92bbfe46718b255bb76fc062c7babae438a7
2016-08-11 14:43:42,jswingripples,Manuel Olguin,commit,http://tinyurl.com/jynr3v3,,"Merge commit '9f434c2f15ba014deea16297982ea93c3779446c'      Merge ""fix busy waiting"" from graph-dev-final into master.",,jswingripples/master,http://tinyurl.com/gmjw6zq,False,9,1,db168ae1b45cfead1d884701f251dd4fa0f64384
2016-08-11 14:38:53,jswingripples,Manuel Olguin,commit,http://tinyurl.com/jkj9z8e,,fixed conflicts,,jswingripples/master,http://tinyurl.com/gmjw6zq,False,381,12,c24b61b23a6d90b87270a1841b9d8878ab08195a
2016-08-11 14:28:53,jswingripples,Natalia Vidal,comment,http://tinyurl.com/jusqw22,,![capturafinal](https://cloud.githubusercontent.com/assets/18192977/17591956/5d6ddb4a-5fae-11e6-917b-69b94affaa86.PNG),,,,,,,
