time,project,user,type,url,title,body,assigned,branch,branch_link,merge,add,del,hash
2016-08-11 20:23:58,mochadoom,Matias Haeussler,commit,http://tinyurl.com/gqpfbvf,,Merge branch 'master' into Matias,,Matias,http://tinyurl.com/hhj26we,True,641,478,|['https:', '', 'github.com', 'njara', 'mochadoom', 'commit']|
2016-08-11 20:20:31,mochadoom,Matias Haeussler,commit,http://tinyurl.com/j37b36q,,Nothing,,Matias,http://tinyurl.com/hhj26we,False,2,1,|['https:', '', 'github.com', 'njara', 'mochadoom', 'commit']|
2016-08-11 17:10:03,jswingripples,Francisco Clavero,commit,http://tinyurl.com/htblw6n,,Merge branch 'master' of https://github.com/jSwingRipples/jswingripples,,master,http://tinyurl.com/gmjw6zq,False,1,0,|['https:', '', 'github.com', 'jSwingRipples', 'jswingripples', 'commit']|
2016-08-11 17:09:55,jswingripples,Francisco Clavero,commit,http://tinyurl.com/goko3jy,,Fixed search errors,,master,http://tinyurl.com/gmjw6zq,False,12,5,|['https:', '', 'github.com', 'jSwingRipples', 'jswingripples', 'commit']|
2016-08-11 16:36:49,jswingripples,Manuel Olguin,commit,http://tinyurl.com/h3krumk,,fixed search error,,master,http://tinyurl.com/gmjw6zq,False,1,0,|['https:', '', 'github.com', 'jSwingRipples', 'jswingripples', 'commit']|
2016-08-11 16:19:55,jswingripples,Manuel Olguin,commit,http://tinyurl.com/hkpnvnx,,fixed conflicts,,master,http://tinyurl.com/gmjw6zq,False,153,58,|['https:', '', 'github.com', 'jSwingRipples', 'jswingripples', 'commit']|
2016-08-11 16:10:22,jswingripples,Rodrigo Delgado,comment,http://tinyurl.com/gsu6kat,,### Conclusion ###       ,,,,,,,
2016-08-11 16:08:39,jswingripples,Rodrigo Delgado,comment,http://tinyurl.com/zxl4fvz,,### Postfactoring ###                  ,,,,,,,
2016-08-11 16:08:05,jswingripples,Manuel Olguin,commit,http://tinyurl.com/hvuz2lk,,changed constant,,master,http://tinyurl.com/gmjw6zq,False,1,1,|['https:', '', 'github.com', 'jSwingRipples', 'jswingripples', 'commit']|
2016-08-11 15:58:52,jswingripples,Rodrigo Delgado,comment,http://tinyurl.com/zmupnsp,,### Actualization ###            ,,,,,,,
2016-08-11 15:48:46,jswingripples,Rodrigo Delgado,comment,http://tinyurl.com/jzxdeqh,,### Conclusion ###            En el menú superior se puede seleccionar la opcion importar proyecto y este carga los datos directamente en el programa.,,,,,,,
2016-08-11 14:56:48,TeraCity,Francisco Pulgar,commit,http://tinyurl.com/j7ntxwt,,Merge pull request #49 from TeraCityCC4401/RU21_Consulta_Codigo      Add coloring to comments,,master,http://tinyurl.com/zzwbwhb,False,10,3,|['https:', '', 'github.com', 'TeraCityCC4401', 'TeraCity', 'commit']|
2016-08-11 14:50:16,jswingripples,Manuel Olguin,commit,http://tinyurl.com/zbzt5su,,refactoring: class names to conform to java standards,,master,http://tinyurl.com/gmjw6zq,False,20,20,|['https:', '', 'github.com', 'jSwingRipples', 'jswingripples', 'commit']|
2016-08-11 14:50:03,logisim,Diego Madariaga,commit,http://tinyurl.com/hrex4sh,,Merge pull request #38 from IsmaelAlvarez/555_timer_IC      Sensibilidad al voltaje,,master,http://tinyurl.com/hawzczw,False,19,4,|['https:', '', 'github.com', 'IsmaelAlvarez', 'logisim', 'commit']|
2016-08-11 14:47:47,logisim,Diego Madariaga,commit,http://tinyurl.com/jcxbhoo,,Sensibilidad al voltaje      Ahora el chip es sensible al voltaje; quemándose en caso de que sea necesario en el modo de ejecución.,,master,http://tinyurl.com/hawzczw,False,19,4,|['https:', '', 'github.com', 'IsmaelAlvarez', 'logisim', 'commit']|
2016-08-11 14:43:42,jswingripples,Manuel Olguin,commit,http://tinyurl.com/jynr3v3,,"Merge commit '9f434c2f15ba014deea16297982ea93c3779446c'      Merge ""fix busy waiting"" from graph-dev-final into master.",,master,http://tinyurl.com/gmjw6zq,False,9,1,|['https:', '', 'github.com', 'jSwingRipples', 'jswingripples', 'commit']|
2016-08-11 14:38:53,jswingripples,Manuel Olguin,commit,http://tinyurl.com/jkj9z8e,,fixed conflicts,,master,http://tinyurl.com/gmjw6zq,False,381,12,|['https:', '', 'github.com', 'jSwingRipples', 'jswingripples', 'commit']|
2016-08-11 14:28:53,jswingripples,Natalia Vidal,comment,http://tinyurl.com/jusqw22,,![capturafinal](https://cloud.githubusercontent.com/assets/18192977/17591956/5d6ddb4a-5fae-11e6-917b-69b94affaa86.PNG),,,,,,,
